game_id,team_id_home,team_city_home,pts_paint_home,times_tied,total_turnovers_home,team_id_away,team_city_away,pts_paint_away,total_turnovers_away
21600056,1610612755,Philadelphia,36,7,19,1610612766,Charlotte,42,15
21600060,1610612740,New Orleans,32,7,22,1610612763,Memphis,34,20
21600058,1610612752,New York,42,0,16,1610612745,Houston,50,20
21600059,1610612747,Los Angeles,50,7,15,1610612737,Atlanta,52,18
21600064,1610612746,LA,44,12,19,1610612760,Oklahoma City,50,22
21600069,1610612760,Oklahoma City,38,0,16,1610612744,Golden State,56,16
21600065,1610612758,Sacramento,50,5,14,1610612753,Orlando,38,14
21600067,1610612750,Minnesota,48,2,16,1610612743,Denver,58,22
21600066,1610612754,Indiana,42,10,21,1610612749,Milwaukee,62,21
21600068,1610612739,Cleveland,38,4,8,1610612738,Boston,56,8
21600071,1610612761,Toronto,40,4,16,1610612748,Miami,40,13
21600073,1610612741,Chicago,48,3,13,1610612752,New York,54,5
21600070,1610612737,Atlanta,50,1,18,1610612764,Washington,30,19
21600072,1610612766,Charlotte,36,2,16,1610612751,Brooklyn,42,16
21600077,1610612762,Utah,32,2,12,1610612759,San Antonio,34,11
21600076,1610612757,Portland,34,4,14,1610612742,Dallas,36,13
21600078,1610612747,Los Angeles,64,0,16,1610612744,Golden State,54,20
21600074,1610612763,Memphis,32,0,19,1610612746,LA,36,12
21600086,1610612759,San Antonio,22,0,15,1610612746,LA,48,9
21600083,1610612741,Chicago,36,1,18,1610612754,Indiana,44,12
21600085,1610612749,Milwaukee,46,1,17,1610612758,Sacramento,34,15
21600079,1610612760,Oklahoma City,70,6,12,1610612750,Minnesota,46,17
21600084,1610612745,Houston,46,5,26,1610612737,Atlanta,62,20
21600082,1610612765,Detroit,40,0,14,1610612743,Denver,34,16
21600081,1610612753,Orlando,32,5,9,1610612764,Washington,36,11
21600087,1610612752,New York,38,5,13,1610612762,Utah,42,11
21600089,1610612761,Toronto,30,12,6,1610612758,Sacramento,52,11
21600092,1610612756,Phoenix,60,1,18,1610612747,Los Angeles,38,19
21600090,1610612742,Dallas,36,5,16,1610612749,Milwaukee,28,27
21600088,1610612763,Memphis,30,12,13,1610612757,Portland,24,15
21600094,1610612745,Houston,44,5,18,1610612764,Washington,42,16
21600099,1610612740,New Orleans,46,9,20,1610612744,Golden State,42,15
21600096,1610612741,Chicago,60,9,9,1610612753,Orlando,32,15
21600095,1610612754,Indiana,40,1,18,1610612766,Charlotte,46,12
21600098,1610612765,Detroit,40,2,11,1610612746,LA,32,12
